"","Max TET","Min TET","Avg TET lognorm","sd TET lognorm","Avg TET arithmetic","sd TET arithmetic","Max Active Time","Min Active Time","Avg Distance lognorm","sd Distance lognorm","Avg Distance arithmetic","sd Distance arithmetic","Trial.Index"
"24",552.975,9.7,5.23246283968085,0.712377131350258,231.127468976215,132.484988734897,426.15,5.5,3.95833593470853,0.613095268099658,62.0909963805584,34.6873301948126,17
"25",722.1,10.15,5.37541307221616,0.778872752628954,277.253019023987,172.153632627414,665.275,5.2,4.00177869061969,0.66503959984893,67.0747816377171,42.3662053564294,16
"26",709,12.675,5.37287068451848,0.804183228949783,279.340684449959,173.494034856114,556.65,6.025,4.00545887209017,0.665272615453888,67.2210463192721,41.8699029293047,15
"27",593.55,4.725,5.26744526498528,0.755715867167281,243.508531540848,141.535412445763,514.925,0.75,3.89313226790427,0.730804334139947,61.0787218200621,37.4521002634012,14
"28",832.85,5.8,5.45865919703129,0.801092922824221,304.072684036394,192.82933074543,767.7,0.75,3.99006157291517,0.812579704899052,70.9847324234905,47.830106606509,13
"29",593.575,17.8,5.26024229785054,0.699010704014357,236.942347466391,137.181993584939,475.525,6.775,3.97606559754706,0.614672536962761,63.3384374353671,35.777342807165,12
"30",574.25,12.75,5.25841910380351,0.694307159969205,235.400891933816,133.917941722833,480.3,8.2,3.98735726475486,0.639606876661943,65.0941354705274,38.9535720936595,11
"31",618.625,8.525,5.34597112384638,0.725086429626397,259.004601861427,145.620495474706,495.475,1.075,3.9503937603956,0.722188820449646,64.4834126163392,38.6775573096284,10
"32",543.05,4.1,5.25114757466106,0.7072707295425,234.659501034126,133.002228438292,435.25,0.75,3.88019297136487,0.703341454868162,59.7930243019648,36.4546961226202,9
"33",783.025,3.475,5.4605753520202,0.797792855140202,302.872136062862,185.916305515447,662.3,0.575,3.98884361018707,0.803078817271602,70.3828957816377,47.4275852499403,8
"34",601.6,13.55,5.29700275376921,0.732554558788262,248.151693381593,141.944784384391,458,1,3.91580376372257,0.701272053130631,61.7149482936918,36.6301098659128,7
"35",818.025,13.025,5.40236466758632,0.799181018974881,289.011228287841,188.374813652074,675.725,6.275,4.02369983198044,0.674348667510289,68.7865049627792,42.9208377000302,6
"36",727.425,7.425,5.48383294167555,0.780822096850852,305.708312655087,179.286553535152,629.25,0.725,3.98234658291761,0.801348405215731,70.3171265508685,48.103581798732,5
"37",631.475,8.225,5.36642618361683,0.735208136167657,265.560147362978,149.634700030782,485.9,0.95,3.94691936806623,0.719831196994466,64.1316416752844,38.3251562485501,4
"38",741.375,13,5.37758929243943,0.777977862986697,278.119964846981,174.541315987018,643.8,6.575,3.99759563631198,0.670651515152284,66.9279640198511,41.9311109694452,3
"39",751.575,12.3,5.3844530106746,0.785075705205649,281.168703473945,177.737965903707,668.625,5.075,4.00720309341299,0.671845522538233,67.5983635235732,42.3712665678244,2
"40",584.05,9,5.268638183012,0.710742004015536,239.501163391934,137.807431449719,516.525,6.775,3.99103850358716,0.622990839780143,64.6948485005171,37.6321949719373,1
